domain_length,domain_num_of_unique_char ,domain_num_of_unique_letters ,domain_num_of_unique_numbers ,ratio_of_letters_of_domain_name ,ratio_of_numbers_of_domain_name,ratio_of_unique_letters_to_num_of_unique_characters,ratio_of_unique_numbers_to_num_of_unique_characters,domain_class
12,9,9,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
16,10,10,0,0.9375,0,1,0,legit
11,8,8,0,0.909090909,0,1,0,legit
12,11,11,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
18,10,10,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
16,13,13,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
9,9,8,1,0.888888889,0.111111111,0.888888889,0.111111111,legit
21,12,12,0,0.904761905,0,1,0,legit
10,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,dga
8,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,dga
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
7,7,5,2,0.714285714,0.285714286,0.714285714,0.285714286,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
8,4,4,0,1,0,1,0,legit
8,5,5,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
20,9,9,0,0.9,0,1,0,legit
10,7,6,1,0.9,0.1,0.857142857,0.142857143,legit
16,12,12,0,1,0,1,0,legit
16,12,12,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
15,10,10,0,0.933333333,0,1,0,legit
14,9,9,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
17,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
15,9,9,0,1,0,1,0,dga
10,7,7,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,15,15,0,1,0,1,0,dga
9,7,7,0,0.888888889,0,1,0,legit
9,7,7,0,0.888888889,0,1,0,legit
11,8,8,0,0.909090909,0,1,0,legit
9,8,8,0,0.888888889,0,1,0,legit
11,8,8,0,0.909090909,0,1,0,legit
9,7,7,0,0.888888889,0,1,0,legit
10,8,8,0,0.9,0,1,0,legit
11,8,8,0,0.909090909,0,1,0,legit
11,8,8,0,0.909090909,0,1,0,legit
10,7,7,0,0.9,0,1,0,legit
8,5,5,0,0.875,0,1,0,legit
8,5,5,0,0.875,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
13,10,8,2,0.846153846,0.153846154,0.8,0.2,legit
14,11,9,2,0.857142857,0.142857143,0.818181818,0.181818182,legit
9,9,9,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
18,12,12,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
9,5,5,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
19,12,12,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
8,5,5,0,1,0,1,0,legit
8,5,5,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
12,6,6,0,1,0,1,0,legit
12,6,6,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
11,11,11,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
8,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
7,5,5,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
7,6,6,0,0.857142857,0,1,0,legit
7,4,4,0,1,0,1,0,legit
8,5,4,1,0.625,0.375,0.8,0.2,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
14,8,8,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
7,4,3,1,0.857142857,0.142857143,0.75,0.25,legit
15,10,10,0,1,0,1,0,dga
11,6,6,0,1,0,1,0,legit
9,7,7,0,0.888888889,0,1,0,legit
20,12,12,0,0.9,0,1,0,legit
8,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
15,13,13,0,1,0,1,0,dga
11,10,10,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
17,12,12,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
13,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
9,7,4,3,0.666666667,0.333333333,0.571428571,0.428571429,legit
25,20,15,5,0.76,0.24,0.75,0.25,dga
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,dga
9,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
12,7,7,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,5,5,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,dga
8,7,7,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
14,8,8,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,dga
11,9,9,0,1,0,1,0,legit
11,10,9,1,0.909090909,0.090909091,0.9,0.1,legit
11,10,10,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,legit
16,9,9,0,0.9375,0,1,0,legit
16,9,9,0,0.9375,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,12,12,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,dga
17,11,11,0,0.882352941,0,1,0,legit
15,10,10,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
19,8,8,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
10,7,6,1,0.9,0.1,0.857142857,0.142857143,legit
15,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
18,10,10,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
13,8,8,0,1,0,1,0,legit
13,8,8,0,1,0,1,0,legit
9,5,5,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,9,9,0,0.916666667,0,1,0,legit
11,8,7,1,0.909090909,0.090909091,0.875,0.125,legit
13,8,8,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,dga
7,5,5,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,dga
10,7,7,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,6,6,0,0.857142857,0,1,0,legit
11,8,7,1,0.909090909,0.090909091,0.875,0.125,legit
10,8,7,1,0.9,0.1,0.875,0.125,legit
12,10,10,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
13,13,13,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
19,10,10,0,1,0,1,0,legit
16,9,9,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
16,10,10,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,8,8,0,0.9,0,1,0,legit
9,7,7,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
15,13,13,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
10,8,8,0,1,0,1,0,legit
15,9,9,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,7,5,2,0.714285714,0.285714286,0.714285714,0.285714286,legit
7,6,6,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
17,12,12,0,1,0,1,0,legit
10,10,7,3,0.7,0.3,0.7,0.3,legit
12,9,9,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
12,8,8,0,0.916666667,0,1,0,legit
12,8,8,0,0.916666667,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
7,6,6,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
17,13,13,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
16,10,10,0,1,0,1,0,legit
16,12,12,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
13,9,9,0,0.923076923,0,1,0,legit
14,9,9,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
15,9,9,0,0.933333333,0,1,0,legit
11,9,9,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
13,10,10,0,0.923076923,0,1,0,legit
13,8,8,0,0.923076923,0,1,0,legit
14,11,11,0,1,0,1,0,dga
9,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
15,9,9,0,1,0,1,0,dga
11,7,7,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
12,7,7,0,1,0,1,0,legit
9,5,5,0,1,0,1,0,legit
15,7,7,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
14,8,8,0,1,0,1,0,legit
18,10,10,0,1,0,1,0,legit
